0.22768	-0.53283	0.69728	-0.67435	-0.49645	0.93357	-1.7808	-0.71464	1.6057	-0.70996	0.80218	-0.67746	-1.6741	1.3939	-0.72271	-2.2516	1.3538	-0.16152	-38.5944	11.627	7.9565	-138.4897	-8.6568	84.7	-234.3741	-94.0522	211.3264	-0.42041
1.1424	-0.34417	-0.23552	0.68323	0.042708	-0.41786	0	0	0	0.064966	-0.22887	0.44091	-0.043157	-0.51064	1.0444	-0.74706	-0.53144	1.5285	-15.9511	71.509	-103.644	-19.0793	64.0834	-63.212	0	0	0	0.88645
-1.0595	0.3192	0.21843	-3.7402	-0.23379	2.2875	-6.3088	-2.5316	5.6884	0.56138	-0.03301	-0.92982	0.86114	1.3969	-3.7396	0.53601	3.4704	-6.0807	-0.16123	-0.41566	0.77745	-0.90694	-0.51099	1.0758	-1.7808	-0.71464	1.6057	0.022739
-0.19453	-1.0075	-1.3958	-0.31834	-1.9195	-3.6874	-0.22559	-1.8202	-5.0314	-1.8903	-2.5364	0.45516	-1.5875	-4.5283	-4.4288	-0.76042	-3.2809	-6.148	-13.7454	-42.2127	-21.6149	-17.5663	-98.0313	-165.7187	-10.5878	-85.4282	-236.1417	0.25542
1.1764	3.6128	1.8499	0.25057	1.3983	2.3638	0	0	0	1.3189	1.3892	-0.87704	0.97094	2.2931	1.1723	0.25044	0.7761	0.54112	-15.7418	-9.0587	79.6649	-6.7059	-23.7314	2.295	0	0	0	1.027
-0.35846	-1.1009	-0.56369	-0.44266	-2.4703	-4.176	-0.26494	-2.1377	-5.9091	-0.50568	0.23374	1.463	-0.84351	-1.2639	1.3301	-0.60467	-1.8791	-1.3318	-0.14286	-0.84877	-1.3145	-0.30733	-1.858	-3.5836	-0.22559	-1.8202	-5.0314	0.034613
-0.0056085	-0.039684	-0.12524	-0.00040282	-0.0047931	-0.024633	-1.39E-05	-0.00023339	-0.0016685	-0.10529	-0.43715	-1.0668	-0.0047543	-0.03348	-0.13602	-0.00012242	-0.0012126	-0.0068482	-0.73904	-5.103	-15.556	-0.050782	-0.60197	-3.0792	-0.0016457	-0.027623	-0.19748	0.030625
0.054513	0.37641	1.1474	0.00062421	0.0074002	0.037854	0	0	0	0.038896	0.16023	0.38669	0.0013863	0.0096777	0.038894	1.32E-05	0.0001279	0.00070326	-1.1936	-7.5511	-19.9425	-0.027339	-0.31113	-1.5084	0	0	0	0.065696
-0.015862	-0.10953	-0.33388	-0.0010849	-0.01286	-0.065781	-3.51E-05	-0.00058957	-0.0042148	-0.056269	-0.21432	-0.45605	-0.0045947	-0.031057	-0.11963	-0.00017123	-0.0016511	-0.0090302	-0.0041504	-0.029616	-0.094547	-0.00038613	-0.0045951	-0.02362	-1.39E-05	-0.00023339	-0.0016685	0.0018884
-1.3508	0.40695	0.27848	-1.5118	1.7227	-1.16	4.1016	1.646	-3.6983	-1.8525	2.0932	-1.7677	0	0	0	2.9376	-1.7662	0.21072	-77.1887	23.254	15.9131	0	0	0	234.3741	94.0522	-211.3264	-0.84082
0	0	0	-2.4248	-0.15157	1.483	0	0	0	-1.348	0.90128	0.22933	-2.9108	2.4237	-1.2566	1.4941	1.0629	-3.0571	0	0	0	38.1586	-128.1668	126.4239	0	0	0	0
-2.0364	0.61349	0.41982	0.049449	0.003091	-0.030243	6.1832	2.4813	-5.5752	1.068	-0.028071	-1.8536	0	0	0	-0.47393	-3.4322	5.9634	-1.3508	0.40695	0.27848	-0.58139	1.7809	-1.729	4.1016	1.646	-3.6983	0.045479
-0.37166	-1.1414	-0.58444	-0.22377	-0.67715	0.62602	0.14314	1.1549	3.1925	-3.9136	-5.2512	0.94232	0	0	0	0.78715	3.3962	6.3641	-27.4907	-84.4255	-43.2298	0	0	0	10.5878	85.4282	236.1418	0.51084
0	0	0	-0.65838	-3.6742	-6.211	0	0	0	0.82601	-0.41371	-2.4367	-0.79036	-2.2545	-2.2049	-0.50087	-1.5522	-1.0822	0	0	0	13.4119	47.4627	-4.59	0	0	0	0
-0.6589	-2.0235	-1.0361	0.012359	0.06897	0.11659	0.25377	2.0475	5.6598	-0.958	0.46212	2.8001	0	0	0	0.57702	1.7905	1.2582	-0.37166	-1.1414	-0.58444	-0.2678	-0.92282	0.21071	0.14314	1.1549	3.1925	0.069226
-0.0096224	-0.066442	-0.20254	-0.00010494	-0.0011721	-0.0055347	1.07E-05	0.00017983	0.0012856	-0.20152	-0.83664	-2.0418	0	0	0	0.00011717	0.0011604	0.0065533	-1.4781	-10.2061	-31.1121	0	0	0	0.0016457	0.027623	0.19748	0.06125
0	0	0	-0.0012925	-0.015321	-0.078371	0	0	0	0.021791	0.085458	0.19115	-0.0015516	-0.010926	-0.044391	-2.64E-05	-0.0002558	-0.0014064	0	0	0	0.054678	0.62226	3.0168	0	0	0	0
-0.031371	-0.21661	-0.66032	4.05E-06	4.80E-05	0.00024545	3.49E-05	0.00058627	0.0041912	-0.11145	-0.42436	-0.9024	0	0	0	0.00017001	0.0016392	0.0089649	-0.0096224	-0.066442	-0.20254	-0.00017173	-0.0019639	-0.0095848	1.07E-05	0.00017983	0.0012856	0.0037768
-1.5785	0.93978	-0.41879	4.1729	-0.19346	-2.031	-6.4224	-2.5773	5.7909	-1.1426	1.291	-1.0903	2.6942	-2.2433	1.1631	-3.6236	2.1787	-0.25993	-38.5944	11.627	7.9565	138.4897	8.6568	-84.7	-234.3741	-94.0522	211.3264	-0.42041
-2.912	0.87727	0.60033	1.7415	0.10886	-1.0651	0	0	0	-1.7867	1.8633	-1.326	2.954	-1.913	0.21221	-0.74706	-0.53144	1.5285	15.9511	-71.509	103.6441	-19.0793	64.0834	-63.212	0	0	0	-0.88645
-0.97685	0.29429	0.20139	3.5671	0.22297	-2.1816	-6.0577	-2.4309	5.462	0.50662	0.0049391	-0.92376	-0.75042	-1.405	3.6238	0.41185	3.3941	-5.8461	-1.1896	0.82262	-0.49897	3.9403	-0.208	-1.8887	-6.4224	-2.5773	5.7909	0.022739
-0.17713	-0.13392	0.81135	0.15663	0.73119	0.79337	-0.060688	-0.48966	-1.3535	-2.0232	-2.7148	0.48716	1.6991	4.8467	4.7402	-0.81388	-3.5116	-6.5802	-13.7454	-42.2127	-21.6149	17.5663	98.0313	165.7187	-10.5878	-85.4282	-236.1417	0.25542
-1.9146	-5.8799	-3.0108	0.40781	2.2758	3.8472	0	0	0	-0.092755	-0.50497	-0.53713	-0.18058	-0.038671	1.0326	0.25044	0.7761	0.54112	15.7418	9.0587	-79.665	-6.7059	-23.7314	2.295	0	0	0	-1.027
-0.30044	-0.92266	-0.47244	0.3994	2.2289	3.7679	-0.24259	-1.9574	-5.4106	-0.45232	0.22839	1.3371	0.76338	1.1316	-1.243	-0.54936	-1.702	-1.1846	-0.2288	-0.29261	0.73009	0.16764	0.7926	0.89719	-0.060687	-0.48966	-1.3535	0.034613
-0.0040138	-0.026758	-0.077302	0.00025835	0.0030446	0.015459	-7.53E-06	-0.00012627	-0.00090267	-0.096223	-0.39949	-0.97494	0.0043448	0.030596	0.12431	-0.0001119	-0.0011081	-0.0062583	-0.73904	-5.103	-15.556	0.050782	0.60197	3.0792	-0.0016457	-0.027623	-0.19748	0.030625
-0.058347	-0.40288	-1.2281	0.00066822	0.0079208	0.040516	0	0	0	-0.012648	-0.053763	-0.13556	0.00016529	0.0012484	0.0054972	1.32E-05	0.0001279	0.00070322	1.1936	7.5511	19.9424	-0.027339	-0.31113	-1.5084	0	0	0	-0.065696
