2.7543e-007	2.3359e-008	2.2076e-008	5.6392e-007	8.574e-009	2.3049e-007	1.3076e-009	1.4497e-008	9.2724e-009	6.7035e-009	6.2104e-009	5.8277e-009	1.1264e-008	8.4254e-009	1.0725e-008	9.7532e-009	4.8402e-009	5.6932e-009	2.0418e-008	2.9154e-008	1.7494e-008	7.1341e-008	7.6146e-008	9.813e-009	5.0154e-009	4.067e-008	2.0154e-009
2.9772e-008	3.0149e-009	1.0781e-008	2.0912e-008	1.116e-008	1.6887e-008	1.9458e-016	7.8081e-017	1.7544e-016	8.6394e-008	1.7827e-008	9.3075e-008	2.7598e-007	2.8735e-007	4.3177e-007	2.7584e-007	7.4957e-007	1.5381e-007	1.4504e-008	1.7209e-009	1.265e-009	1.6847e-008	4.652e-009	3.4245e-015	9.4787e-015	5.618e-015	2.9239e-009
2.659e-009	8.7332e-010	9.2918e-010	1.5562e-009	3.1661e-009	1.9918e-009	2.2662e-009	2.2292e-009	1.1015e-009	2.6445e-009	8.2777e-010	2.6121e-009	1.0316e-011	2.7059e-009	4.8018e-010	6.1733e-010	2.939e-009	2.0086e-009	3.6658e-009	2.3045e-009	6.051e-011	1.7841e-009	1.5802e-009	1.3076e-009	2.8626e-010	2.1669e-009	2.0154e-009
3.7357e-009	3.1325e-007	5.171e-008	1.3831e-008	3.1712e-007	8.8287e-007	5.9068e-008	7.4873e-008	8.316e-009	6.1194e-009	2.0476e-008	2.2681e-008	7.1427e-008	2.8303e-008	2.2057e-008	1.6634e-008	1.23e-008	3.7855e-008	8.7876e-010	6.2452e-008	9.6301e-008	1.6444e-008	1.9995e-008	4.7563e-008	2.0296e-008	7.7708e-008	5.6698e-008
6.4e-009	9.0702e-008	1.1469e-008	3.2899e-010	1.0002e-008	4.5166e-008	2.2459e-017	1.8121e-016	5.0091e-016	4.0804e-008	7.7058e-008	4.4661e-008	7.1881e-008	2.5706e-007	5.0459e-007	2.898e-008	3.4829e-007	3.2364e-007	1.3773e-009	7.7898e-009	1.8451e-009	1.4544e-009	6.0628e-009	4.2867e-016	2.648e-015	4.0029e-015	1.5546e-009
5.7539e-009	7.2624e-009	4.234e-009	2.6357e-009	9.5732e-010	7.0167e-009	3.4042e-009	3.2335e-009	2.6051e-009	3.3204e-009	8.0206e-009	6.6615e-010	6.377e-009	2.1347e-009	2.0672e-009	1.5262e-009	8.3832e-009	8.8853e-009	1.8833e-009	2.9128e-009	1.345e-009	2.236e-009	1.0265e-009	4.881e-009	3.2869e-009	1.2105e-009	1.4564e-010
2.4699e-009	4.4023e-009	4.5006e-008	1.26e-009	2.0465e-010	4.2793e-010	9.1346e-010	1.7799e-009	1.6554e-010	8.9062e-010	7.3215e-010	7.5406e-010	8.0198e-010	2.1406e-009	1.2698e-009	6.1254e-011	2.2989e-009	2.7654e-009	1.8886e-009	5.6322e-010	2.2534e-009	2.7126e-009	2.0635e-009	2.7947e-009	2.7699e-009	2.4416e-009	8.6775e-010
1.317e-009	1.382e-009	1.5921e-008	8.7871e-010	1.5403e-009	1.0208e-009	1.7695e-021	2.9701e-020	2.1233e-019	1.1289e-009	7.8182e-009	3.5418e-008	1.753e-009	1.7344e-009	2.0637e-009	1.5564e-009	2.7254e-010	2.2577e-011	3.9929e-009	5.5425e-009	1.0926e-008	1.1152e-009	3.944e-009	9.3964e-020	1.536e-018	1.0634e-017	8.6971e-010
2.3153e-010	4.3865e-010	4.1084e-010	2.7908e-010	1.7497e-010	2.3779e-010	2.5147e-011	3.3178e-011	8.3744e-011	2.829e-010	1.5934e-010	5.2687e-010	2.0728e-010	2.754e-011	1.43e-010	7.9277e-012	7.7758e-011	9.8468e-011	4.3145e-010	3.0666e-010	1.3832e-011	5.5364e-010	1.6915e-010	2.5281e-011	3.5748e-012	1.6554e-010	2.0431e-011
3.645e-009	4.5038e-009	6.6591e-009	8.1255e-009	1.1671e-008	2.5396e-009	1.1875e-008	4.591e-010	3.2493e-010	7.4381e-009	3.6282e-009	1.279e-008	2.6801e-016	2.2316e-016	1.157e-016	3.415e-009	7.3126e-009	4.1381e-009	1.2414e-008	4.4098e-008	1.9584e-014	1.2242e-015	1.1977e-014	7.5452e-008	3.7617e-008	4.067e-008	2.8446e-009
9.2244e-017	2.779e-017	1.9017e-017	4.085e-008	4.6734e-009	1.3876e-008	2.8009e-016	1.124e-016	2.5254e-016	2.9431e-007	5.1982e-008	3.9179e-007	6.2293e-010	4.0966e-009	2.5959e-009	2.6753e-007	7.5772e-007	1.5921e-007	5.056e-015	7.3282e-015	1.1681e-008	1.2379e-008	1.6409e-008	1.0273e-014	2.8436e-014	1.6854e-014	4.5213e-009
9.3618e-010	9.0793e-010	1.1043e-009	4.0735e-010	5.0022e-011	2.0169e-010	1.3777e-009	1.1506e-009	6.092e-010	6.4569e-011	4.3747e-010	1.7727e-010	1.3529e-016	1.387e-016	4.3044e-016	3.5814e-010	2.7263e-010	8.7306e-010	3.8123e-010	4.4633e-010	7.8632e-010	9.5534e-011	1.1692e-010	1.4481e-009	4.2908e-010	3.2493e-010	1.801e-010
2.2121e-009	1.8749e-008	9.822e-009	1.5473e-008	6.9222e-009	2.2574e-008	2.6578e-008	1.3531e-009	2.356e-008	8.8497e-009	4.4433e-009	1.2203e-008	2.0143e-016	5.7459e-016	5.6196e-016	2.0984e-008	1.3953e-008	1.9292e-008	1.7575e-009	1.7204e-008	2.4841e-015	1.3863e-014	2.3434e-014	9.2802e-009	2.0296e-008	2.0864e-008	7.5802e-009
3.19e-017	9.7967e-017	5.0164e-017	2.8046e-009	5.3606e-008	1.5536e-007	1.2286e-017	9.9131e-017	2.7402e-016	1.6968e-007	3.0614e-007	1.7112e-007	1.7597e-009	1.3152e-009	9.9973e-010	3.0093e-008	3.4442e-007	3.2445e-007	6.405e-016	5.6327e-015	3.4153e-009	1.1302e-008	2.0853e-009	1.286e-015	7.944e-015	1.2009e-014	3.4001e-009
1.8001e-010	4.9124e-010	4.7654e-010	1.4455e-010	3.9331e-010	4.0315e-010	8.5528e-011	2.8231e-010	8.5913e-011	1.249e-010	7.5907e-010	1.7886e-010	1.5577e-017	1.2515e-018	1.0386e-016	4.3297e-010	8.2099e-011	1.2199e-010	9.7076e-011	5.2043e-011	1.5961e-010	4.2515e-010	7.3958e-011	6.6956e-011	2.084e-011	4.2046e-010	3.0633e-011
1.4952e-010	5.0007e-009	5.8997e-010	8.3759e-011	6.7438e-010	9.5228e-010	4.609e-009	4.2173e-009	2.0732e-010	1.8483e-009	4.6589e-009	5.6465e-009	6.3698e-019	4.4856e-018	1.8224e-017	8.0449e-010	5.676e-009	1.8251e-009	3.3282e-009	5.979e-009	7.1811e-018	8.5124e-017	4.3543e-016	4.3107e-009	9.8753e-009	1.1111e-009	3.8741e-009
3.8982e-018	2.6917e-017	8.2053e-017	2.7413e-010	2.5158e-011	5.7625e-010	4.3402e-021	7.2851e-020	5.2081e-019	2.0761e-009	3.0175e-008	1.4872e-007	1.1648e-010	2.3267e-010	3.6338e-011	1.6641e-010	1.0702e-010	6.0627e-011	5.339e-016	1.41e-015	3.5339e-010	9.9437e-012	1.057e-010	2.8189e-019	4.608e-018	3.1903e-017	3.0979e-011
3.1236e-010	2.4984e-010	6.8192e-010	1.2334e-010	9.6912e-011	5.3063e-011	1.6795e-010	2.5012e-010	1.5498e-010	3.5007e-011	2.6446e-010	1.7157e-010	6.3229e-019	4.2719e-018	1.6445e-017	5.9609e-010	1.9923e-010	3.2519e-010	1.1569e-010	1.4589e-010	4.2237e-010	5.4041e-010	2.3658e-012	1.6809e-010	2.2358e-010	2.0732e-010	1.2271e-010
2.7195e-007	1.9108e-008	1.4876e-008	5.7009e-007	6.8213e-009	2.1362e-007	3.5007e-009	4.11e-009	3.2151e-009	2.9957e-009	4.7892e-009	5.8553e-009	1.3519e-009	3.7115e-009	1.0596e-009	1.8057e-009	5.3316e-009	3.4279e-009	3.6425e-008	2.7689e-008	1.7494e-008	2.8709e-008	5.0915e-009	3.282e-008	3.7617e-008	4.067e-008	6.1485e-009
2.9158e-008	5.0139e-009	6.3056e-009	1.3243e-008	1.2046e-009	3.4941e-009	2.8726e-015	1.1528e-015	2.5902e-015	7.6124e-008	1.2409e-008	9.5161e-008	2.7889e-007	2.9761e-007	4.4131e-007	2.6627e-007	7.5344e-007	1.6074e-007	2.9326e-010	1.721e-009	1.2651e-009	4.4688e-009	2.4535e-009	6.6795e-014	1.8488e-013	1.0958e-013	3.2129e-009
3.6742e-010	7.9568e-010	4.6335e-010	8.5721e-010	9.5415e-010	3.2668e-010	8.6978e-010	1.2789e-009	8.3479e-010	1.717e-010	1.115e-011	1.3463e-011	9.1045e-011	3.4591e-010	5.6722e-010	2.0151e-010	4.3788e-010	6.5139e-010	9.2386e-010	5.3322e-010	1.2036e-010	6.5166e-010	3.1635e-010	4.9609e-010	5.5731e-010	9.9461e-010	3.7531e-010
1.4873e-008	3.0222e-007	7.5597e-008	1.258e-009	2.9457e-007	8.2103e-007	8.7851e-010	5.9491e-009	1.4411e-008	1.5062e-008	1.5266e-008	1.1215e-008	3.7669e-009	1.0265e-008	1.0943e-008	2.3029e-010	7.2448e-009	4.199e-010	2.93e-008	2.2813e-008	1.7386e-008	1.1978e-008	8.427e-009	9.2802e-009	8.1257e-009	7.5575e-009	1.4046e-008
