-1.678	-1.5138	-1.2013	-0.7713	-0.26577	-6.2558	-5.6435	-4.4787	-2.8755	-0.99083	-12.8664	-11.607	-9.2113	-5.914	-2.0378	-20.1393	-18.1679	-14.4182	-9.257	-3.1898	-26.4512	-23.862	-18.937	-12.1583	-4.1895	0.76215	1.2936	1.4015	0.96348	-0.049281	1.4497	2.4606	2.6658	1.8326	-0.093737	1.9953	3.3867	3.6691	2.5224	-0.12902	2.3457	3.9813	4.3133	2.9653	-0.15167	2.4664	4.1862	4.5353	3.1179	-0.15948	0.012374	0.16545	0.59464	1.2143	1.8957	2.4866	1.2495	-2.1383	3.2261	-4.2603	-2.3648	2.6184	-3.0535	3.5369	-3.8971	-4.6898	4.5832	-4.3459	3.9356	-3.3021	-7.242	6.7184	-5.7043	4.2646	-2.4925	0.017553
1.7277	1.8473	2.0465	2.2521	2.37	2.3425	2.3588	2.3658	2.317	2.1543	3.2063	3.0709	2.7958	2.3749	1.8034	4.1036	3.7958	3.2009	2.36	1.3311	4.7819	4.3139	3.4235	2.198	0.75739	-0.15295	-0.29093	-0.40043	-0.47073	-0.49496	-0.29093	-0.55338	-0.76166	-0.89539	-0.94146	-0.40043	-0.76166	-1.0483	-1.2324	-1.2958	-0.47073	-0.89539	-1.2324	-1.4488	-1.5233	-0.49496	-0.94146	-1.2958	-1.5233	-1.6017	0	0	0	0	0	0	-106.67	84.6538	-54.3511	18.7281	449.8291	-405.7967	322.042	-206.7637	71.2459	928.7049	-837.7968	664.8793	-426.8788	147.0924	1455.6774	-1313.1855	1042.15	-669.1015	230.5566	-0.55137
0.48688	0.43922	0.34857	0.22379	0.077114	0.41417	0.37362	0.29651	0.19037	0.065597	0.30091	0.27145	0.21543	0.13831	0.047659	0.1582	0.14271	0.11326	0.072715	0.025056	3.1347e-017	2.8279e-017	2.2442e-017	1.4409e-017	4.9649e-018	-0.57138	-1.0575	-1.3842	-1.4987	-1.376	-1.0297	-1.9027	-2.4834	-2.6747	-2.4325	-1.2785	-2.355	-3.0548	-3.2544	-2.899	-1.2525	-2.2921	-2.9356	-3.0551	-2.5976	-0.92811	-1.6704	-2.0685	-2.0155	-1.4728	0	-29.9296	-113.8591	-235.0703	-368.4556	-484.2715	-136.7512	331.8516	-573.9873	810.9917	24.2136	-116.3275	282.2898	-488.2628	689.8708	17.5922	-84.5169	205.0955	-354.7437	501.2204	9.2488	-44.4331	107.8251	-186.4998	263.5072	1.1819
-1.5775	-0.27696	1.2519	1.7487	0.80377	-5.6999	-1.0007	4.5234	6.3183	2.9042	-11.6517	-2.0457	9.2468	12.916	5.9368	-18.1975	-3.1949	14.4416	20.1721	9.2721	-23.8739	-4.1916	18.9464	26.4644	12.1644	0.25548	-0.66538	-2.173	-2.258	0.22021	0.48596	-1.2656	-4.1332	-4.2949	0.41886	0.66887	-1.742	-5.6889	-5.9114	0.57651	0.7863	-2.0478	-6.6877	-6.9493	0.67773	0.82676	-2.1532	-7.0318	-7.3069	0.71261	-0.025728	0.79863	1.9212	0.95695	-2.3441	-5.0293	2.3303	-3.8963	0.29961	6.2684	4.9304	1.225	-6.7375	5.0363	3.1344	11.0158	-0.41514	-10.7945	11.8994	-1.5104	17.7397	-2.316	-15.1573	19.5008	-6.882	0.041412
-0.34	1.3195	2.1332	0.093833	-3.5517	-2.7097	0.69742	3.7356	2.763	-1.788	-6.1402	-0.22569	6.0246	6.6316	0.82645	-9.9331	-1.2958	8.4884	10.919	3.8509	-13.2601	-2.3281	10.5233	14.699	6.7564	-1.7573	-2.0658	-0.67123	1.2768	2.1722	-3.3426	-3.9295	-1.2768	2.4285	4.1317	-4.6007	-5.4085	-1.7573	3.3426	5.6868	-5.4085	-6.358	-2.0658	3.9295	6.6852	-5.6868	-6.6852	-2.1722	4.1317	7.0293	0	0	0	0	0	0	-16.8949	-76.3673	106.67	-49.0308	366.0744	-64.2719	-290.5183	405.7967	-186.5242	755.7874	-132.694	-599.7963	837.7968	-385.0929	1184.6418	-207.9882	-940.1371	1313.1855	-603.6051	-0.018359
2.878	0.50529	-2.284	-3.1902	-1.4664	2.4481	0.42982	-1.9429	-2.7138	-1.2474	1.7787	0.31228	-1.4116	-1.9717	-0.90628	0.93511	0.16418	-0.74211	-1.0366	-0.47646	1.8529e-016	3.2532e-017	-1.4705e-016	-2.054e-016	-9.4412e-017	2.0236	2.7858	1.7296	-0.59711	-2.7271	3.3892	4.7582	3.1142	-0.80165	-4.6189	3.5483	5.2365	3.8598	-0.29217	-4.9772	2.1561	3.7869	3.7678	1.1207	-3.3601	-0.86253	0.30272	2.7662	3.4521	0.33535	0	-70.6867	-166.1943	-80.9997	205.4275	436.8676	-225.2872	235.0955	118.3378	-610.8589	57.1867	-191.6407	199.9842	100.6642	-519.6277	41.5486	-139.2352	145.297	73.1368	-377.5316	21.8434	-73.2003	76.3872	38.4503	-198.4801	2.3905
-1.1628	1.1628	1.1628	-1.1628	-1.1628	-4.1979	4.1979	4.1979	-4.1979	-4.1979	-8.58	8.58	8.58	-8.58	-8.58	-13.3994	13.3994	13.3994	-13.3994	-13.3994	-17.5786	17.5786	17.5786	-17.5786	-17.5786	-0.37512	-1.0864	0.37512	2.1728	-0.37512	-0.71353	-2.0665	0.71353	4.133	-0.71353	-0.98208	-2.8443	0.98208	5.6886	-0.98208	-1.1545	-3.3437	1.1545	6.6873	-1.1545	-1.2139	-3.5157	1.2139	7.0315	-1.2139	-0.030161	0.67832	0.030161	-2.035	-0.030161	3.3916	2.3411	0.23943	-3.6313	-1.5297	5.8182	6.9158	-4.7207	-8.0133	3.6231	12.7138	13.5112	-11.9163	-14.3086	11.1189	20.3248	20.744	-19.9055	-21.1632	19.4863	0.031003
-1.3571	2.2694	0.44472	-3.1817	0.46762	-4.6364	5.4125	3.8603	-6.1886	-3.0843	-9.3695	9.9333	8.8056	-10.4972	-8.2418	-14.5713	14.8677	14.2748	-15.1642	-13.9784	-19.0754	19.0754	19.0754	-19.0754	-19.0754	-3.9815	-4.8759e-016	3.9815	9.7518e-016	-3.9815	-7.5732	-9.2745e-016	7.5732	1.8549e-015	-7.5732	-10.4236	-1.2765e-015	10.4236	2.553e-015	-10.4236	-12.2537	-1.5006e-015	12.2537	3.0013e-015	-12.2537	-12.8843	-1.5779e-015	12.8843	3.1557e-015	-12.8843	0	0	0	0	0	0	60.6054	-60.6054	-60.6054	60.6054	230.5566	230.5566	-230.5566	-230.5566	230.5566	476.001	476.001	-476.001	-476.001	476.001	746.097	746.097	-746.097	-746.097	746.097	0.25751
5.3496	-5.3496	-5.3496	5.3496	5.3496	4.5506	-4.5506	-4.5506	4.5506	4.5506	3.3062	-3.3062	-3.3062	3.3062	3.3062	1.7382	-1.7382	-1.7382	1.7382	1.7382	3.4442e-016	-3.4442e-016	-3.4442e-016	3.4442e-016	3.4442e-016	5.3086	0.41922	-5.3086	-0.83845	5.3086	9.0671	0.79741	-9.0671	-1.5948	9.0671	9.9782	1.0975	-9.9782	-2.1951	9.9782	7.2148	1.2902	-7.2148	-2.5805	7.2148	0.57388	1.3566	-0.57388	-2.7133	0.57388	0	-69.34	-1.6983e-014	208.0201	6.7934e-014	-346.7001	-65.9463	-197.8388	197.8388	329.7314	56.0973	-56.0973	-168.2918	168.2918	280.4863	40.757	-40.757	-122.2711	122.2711	203.7852	21.4272	-21.4272	-64.2817	64.2817	107.1362	1.6121
-0.62525	1.3603	-0.97385	-0.21545	1.2271	-2.3371	5.0846	-3.6401	-0.80532	4.5869	-4.8092	10.4627	-7.4904	-1.6571	9.4385	-7.529	16.3798	-11.7267	-2.5943	14.7764	-9.8895	21.5154	-15.4033	-3.4077	19.4093	-0.46966	0.15207	0.76116	-1.1997	0.35849	-0.89334	0.28926	1.4478	-2.2819	0.68189	-1.2296	0.39813	1.9927	-3.1408	0.93855	-1.4455	0.46803	2.3426	-3.6922	1.1033	-1.5198	0.49212	2.4632	-3.8822	1.1601	-0.0065867	0.13288	-0.30128	0.14156	0.38024	-0.7973	0.76999	0.81781	0.34895	-0.44245	1.5243	3.4022	2.6625	-0.13829	-2.8547	3.2837	7.2065	5.324	-0.85036	-6.3452	5.2243	11.3987	8.2472	-1.6524	-10.201	0.0057021
-0.58211	1.3778	-1.28	0.3004	0.96523	-1.8859	4.1977	-3.255	-0.22369	3.5506	-3.767	8.2643	-6.098	-0.9884	7.2836	-5.8329	12.7261	-9.2063	-1.8471	11.3901	-7.6188	16.5753	-11.8666	-2.6253	14.9528	-2.9005	3.4097	-1.1079	-2.1073	3.5852	-5.5171	6.4857	-2.1073	-4.0084	6.8195	-7.5936	8.9268	-2.9005	-5.5171	9.3862	-8.9268	10.4941	-3.4097	-6.4857	11.0342	-9.3862	11.0342	-3.5852	-6.8195	11.602	0	0	0	0	0	0	54.3511	38.9111	-8.6084	-49.0308	95.0389	206.7637	148.0265	-32.7482	-186.5242	196.2146	426.8788	305.6115	-67.611	-385.0929	307.5522	669.1015	479.0238	-105.9753	-603.6051	0.10002
3.8871	-8.4566	6.0543	1.3394	-7.6288	3.3065	-7.1936	5.1501	1.1394	-6.4895	2.4023	-5.2265	3.7417	0.82779	-4.7149	1.263	-2.7477	1.9672	0.4352	-2.4788	2.5026e-016	-5.4447e-016	3.8979e-016	8.6235e-017	-4.9117e-016	2.7133	-3.1252	0.88474	2.1098	-3.318	4.6425	-5.3348	1.4848	3.6362	-5.6703	5.1307	-5.8627	1.5627	4.0901	-6.2482	3.7591	-4.2206	0.9691	3.1571	-4.5363	0.42343	-0.28904	-0.32903	0.75557	-0.40753	0	-36.0167	84.6802	-41.2714	-104.6705	222.5952	46.2818	-41.2842	-138.799	-112.153	29.1381	39.3697	-35.1185	-118.0695	-95.403	21.1701	28.6037	-25.5151	-85.7825	-69.3144	11.1298	15.0379	-13.4141	-45.0985	-36.4407	0.37898
-0.19501	0.56595	-0.88149	1.1107	-1.2313	-0.74162	2.1523	-3.3522	4.224	-4.6824	-1.531	4.4432	-6.9204	8.7203	-9.6665	-2.3997	6.9642	-10.847	13.668	-15.1511	-3.154	9.1532	-14.2564	17.9641	-19.9133	-0.18938	0.3416	-0.42498	0.41803	-0.31288	-0.36022	0.64977	-0.80837	0.79515	-0.59513	-0.49579	0.89433	-1.1126	1.0944	-0.81912	-0.58284	1.0513	-1.308	1.2866	-0.96293	-0.61284	1.1054	-1.3753	1.3528	-1.0125	-9.5929e-005	0.000918	-0.0032228	0.0065499	-0.010208	0.013377	0.02651	0.04154	0.052852	0.059429	0.036959	0.10732	0.16738	0.21134	0.23499	0.077195	0.22408	0.34916	0.44028	0.48858	0.1215	0.35263	0.54932	0.69235	0.76775	3.6177e-005
